1,Pandas,2,dan720,8,4,9,22,MapleSurrup,6,5,7,23,Dodgers,3,RedLine,4,4,14,15,Whiffles,9,4,5,19
1,Bulls,3,RainbowNoms,5,7,9,22,Tagmata,13,1,10,25,Hurricanes,2,Peabs,9,1,16,17,synthex,2,3,7,17
1,Elite,2,Codex,6,3,6,21,El Diablo Rojo,4,1,10,20,Spectre,3,Plum,10,3,12,19,PuffTheDargon,3,4,8,13
1,Tyrants,2,Barry Allen,8,6,9,21,Fuzh,10,5,7,24,Flames,3,Smilez,7,6,12,13,walvis,9,4,8,22
1,Wolves,2,Dazerin,6,4,7,18,Sean,7,4,9,23,Hive,3,KILT,5,4,7,16,Squidd,9,4,15,19
1,Comets,4,iso,10,8,7,23,Tunloink,17,6,8,33,Spartans,1,Blagden,9,4,4,16,kccolts81,6,7,12,16
1,Ducks,2,Giant,4,6,13,16,Mateo,9,1,13,21,Foxes,3,Apollo,7,2,9,26,Atokad,7,3,9,25
1,Jets,3,Bond Brother,9,4,12,27,Kunics,6,6,6,19,Sharks,2,JDaaab,9,5,14,15,Mish,9,4,9,24
2,Hurricanes,5,Iguane Fabuleux,6,5,4,22,Peabs,17,3,9,30,Flames,0,Reverse Fridge,4,3,6,14,walvis,6,3,9,17
2,Ducks,0,Kadu,7,2,4,25,Mateo,3,4,14,16,Sharks,5,JangosGotAMango,10,7,6,21,Mish,13,5,16,24
2,Comets,0,magipod,2,5,15,13,Tunloink,9,2,8,25,Foxes,5,Atokad,20,6,7,36,henrY,13,9,16,27
2,Wolves,2,Corelli,12,8,4,22,Sean,8,5,11,14,Spartans,3,kccolts81,9,5,8,16,Sinnicole,10,6,4,24
2,Jets,0,BScottyJ,4,1,7,6,Kunics,3,1,11,16,Hive,5,Malamente,13,9,6,24,oogga,16,9,5,29
2,Elite,4,Cearu,6,7,5,18,El Diablo Rojo,13,5,9,24,Pandas,1,JustTuck,8,1,9,18,Riz,1,3,8,9
2,Bulls,4,Tagmata,6,6,9,19,Floms,13,4,8,27,Tyrants,1,Fuzh,8,4,10,21,JRyck,5,5,10,13
2,Spectre,3,Plum,6,8,11,16,vitali.,11,5,9,26,Dodgers,2,Bolio,7,4,12,24,Whiffles,6,6,3,20
3,Jets,1,Bond Brother,6,2,5,23,Kunics,7,4,8,12,Foxes,4,.bacon,11,4,8,22,Atokad,11,8,8,19
3,Hurricanes,3,Iguane Fabuleux,8,5,14,21,Peabs,6,4,18,19,Dodgers,2,Bolio,12,2,12,27,RedLine,3,10,11,18
3,Spectre,4,Plum,12,5,10,25,vitali.,12,1,15,25,Flames,1,Smilez,3,8,8,18,erayne,8,1,10,23
3,Comets,1,iso,2,4,6,17,magipod,8,1,5,26,Hive,4,Malamente,4,7,13,17,Squidd,11,1,12,16
3,Elite,2,Cearu,5,4,12,23,Codex,6,4,7,28,Tyrants,3,Fuzh,10,1,17,20,JRyck,4,4,14,21
3,Bulls,5,Floms,18,4,6,36,RainbowNoms,4,12,4,21,Pandas,0,JustTuck,6,0,16,10,Riz,3,4,12,14
3,Wolves,3,Haimgame,2,7,10,9,Sean,13,1,14,29,Sharks,2,JDaaab,5,5,6,22,Mish,9,3,10,24
3,Ducks,4,Giant,7,6,8,18,Kadu,10,2,9,20,Spartans,1,Blagden,8,3,6,20,kccolts81,7,5,4,20
4,Tyrants,3,Fuzh,15,3,14,28,Mage,6,8,8,19,Dodgers,2,Bolio,7,14,11,21,Jakester,16,4,8,35
4,Wolves,3,Haimgame,3,3,7,8,Sean,4,2,14,18,Ducks,2,Giant,4,0,10,14,Kadu,0,2,2,12
4,Elite,3,Codex,4,3,3,12,El Diablo Rojo,6,2,4,17,Hurricanes,2,Iguane Fabuleux,6,2,9,10,synthex,3,4,4,10
4,Spartans,1,kccolts81,0,6,8,9,Sinnicole,8,0,11,18,Foxes,4,.bacon,7,8,5,27,henrY,11,2,10,17
4,Bulls,5,Floms,17,9,19,33,RainbowNoms,13,5,7,24,Spectre,0,PuffTheDargon,8,4,11,19,vitali.,6,6,10,23
4,Pandas,2,MapleSurrup,5,2,6,19,Riz,3,0,12,9,Flames,3,Reverse Fridge,3,2,8,14,Smilez,6,1,6,16
4,Sharks,4,JDaaab,10,6,11,21,Luke_,10,8,9,24,Hive,1,oogga,3,5,9,19,Prosperity2K,9,1,11,17
4,Comets,1,iso,6,4,10,18,magipod,7,3,14,14,Jets,4,Bond Brother,9,7,8,27,BScottyJ,8,4,10,19
5,Bulls,4,Floms,13,5,12,28,Kamedez,8,7,5,19,Dodgers,1,Bolio,11,3,12,20,Whiffles,4,6,4,24
5,Tyrants,5,Barry Allen,5,7,8,16,Zack,15,2,5,30,Pandas,0,MapleSurrup,8,1,7,20,Riz,3,5,10,9
5,Foxes,4,Atokad,7,6,3,26,henrY,8,4,8,19,Sharks,1,JDaaab,2,2,13,14,Luke_,4,0,7,12
5,Ducks,3,Giant,8,3,8,19,Mateo,4,4,7,19,Hive,2,Malamente,5,3,8,17,oogga,4,3,9,17
5,Hurricanes,5,Iguane Fabuleux,15,3,9,29,Peabs,5,3,12,15,Spectre,0,PuffTheDargon,1,1,8,11,vitali.,3,1,7,20
5,Elite,5,Cearu,10,6,9,20,El Diablo Rojo,9,3,13,18,Flames,0,Reverse Fridge,3,5,4,12,Smilez,5,2,12,20
5,Comets,4,Tunloink,11,10,9,25,erayne,16,6,9,28,Wolves,1,Corelli,13,1,6,31,Haimgame,3,9,9,10
