1,Flames,4,Finicko,7,5,7,18,The RL Reaction,9,3,3,15,Pandas,1,Cardinal22,6,3,4,15,LaKodiak,4,1,5,9
1,Elite,0,Skee,2,0,1,8,Stoofy,3,1,8,12,Tyrants,5,Fasterthanfalcon,12,6,6,19,jansen24,13,4,4,20
1,Hurricanes,3,Black,9,4,3,19,Booq.,7,4,2,22,Lightning,2,Chief,4,3,8,9,Legit,7,1,9,11
1,Sabres,3,KamuiKellz,9,4,6,18,Mario_RL,15,4,5,19,Wolves,2,Meerkat!,7,4,7,19,Peyton,10,3,2,17
1,Blizzard,4,jaybeeveee,9,1,3,21,Mr.BigMackDaddy,6,4,5,17,Eclipse,1,Celery Man,5,1,7,9,Spirit,5,2,7,11
1,Bulls,1,LordPanas,5,2,3,15,Moseidon,2,0,4,10,Dodgers,4,ChoosingToast,7,1,6,13,Lettuce,9,1,8,14
1,Shadow,4,Driu,14,4,3,31,Zar235,13,9,2,28,Sharks,1,ItsChangYang,5,1,8,9,Xtarasenko91x,3,3,13,6
1,Foxes,4,superflame,12,3,4,26,zFLaMEx2,6,6,3,14,Puffins,1,Kickpuncher,4,2,9,11,mawnir,4,2,5,11
2,Bulls,2,Gon,10,3,0,16,Icy_fatal99,7,4,6,11,Elite,3,Boby Shew,11,4,2,14,Stoofy,11,7,3,16
2,Sharks,2,ItsChangYang,7,5,9,12,DaShnozz,9,5,2,19,Pandas,3,Cardinal22,5,2,3,15,kakutani,7,3,8,20
2,Wolves,5,LordMarkram,18,8,4,32,Meerkat!,17,8,3,24,Puffins,0,Kickpuncher,6,1,4,13,Versy,1,1,9,1
2,Tyrants,5,Alton,12,7,4,26,jansen24,13,4,1,32,Dodgers,0,ChoosingToast,2,1,11,5,Juice,2,1,10,5
2,Flames,1,Finicko,8,1,7,13,The RL Reaction,8,2,5,19,Shadow,4,Driu,19,3,5,31,Tiberius,6,7,4,11
2,Foxes,5,superflame,12,5,7,22,Avo,13,1,5,21,Sabres,0,KamuiKellz,7,3,8,15,Slink,5,3,5,12
2,Blizzard,2,Mr.BigMackDaddy,7,1,10,18,omnikron,2,2,7,6,Hurricanes,3,Black,8,2,7,20,SilentDrill,8,1,2,17
2,Lightning,4,Legit,15,3,4,31,Silen7,9,6,4,23,Eclipse,1,AD Slaps,7,4,8,14,Spirit,10,4,4,14
3,Tyrants,4,Alton,15,3,8,26,Fasterthanfalcon,8,3,2,16,Bulls,1,Gon,6,4,9,13,LordPanas,5,2,4,15
3,Sharks,4,ItsChangYang,12,2,3,18,DaShnozz,9,7,2,24,Flames,1,Finicko,3,4,5,9,The RL Reaction,7,2,6,10
3,Wolves,1,LordMarkram,5,4,10,12,Peyton,5,3,4,13,Foxes,4,Darkfire,6,4,4,13,superflame,17,4,7,25
4,Hurricanes,5,Booq.,10,7,1,25,SilentDrill,11,5,4,21,Wolves,0,Meerkat!,4,0,11,11,Peyton,1,2,4,6
4,Bulls,1,Icy_fatal99,3,4,8,12,LordPanas,6,0,8,15,Pandas,4,Cardinal22,10,3,9,18,LaKodiak,10,3,2,21
3,Dodgers,1,ChoosingToast,7,1,3,14,Juice,3,4,4,7,Elite,4,Boby Shew,11,0,6,12,Skee,8,5,4,15
3,Pandas,5,kakutani,13,3,4,32,LaKodiak,5,7,8,11,Shadow,0,Tiberius,2,2,11,7,Zar235,4,2,15,12
4,Foxes,1,Avo,6,3,8,19,Darkfire,4,3,5,13,Eclipse,4,Celery Man,10,4,12,19,Spirit,8,7,4,19
3,Lightning,0,Chief,2,1,6,7,Silen7,4,1,8,9,Blizzard,5,jaybeeveee,9,3,6,21,TripleLayerNacho,5,3,2,11
3,Eclipse,1,AD Slaps,9,2,7,18,Celery Man,3,3,8,11,Hurricanes,4,Black,8,5,8,26,SilentDrill,8,3,0,20
3,Puffins,1,Kickpuncher,3,1,4,6,mawnir,5,1,4,10,Sabres,4,KamuiKellz,2,2,2,14,Slink,10,1,2,17
4,Elite,1,Boby Shew,9,3,3,17,Stoofy,4,6,8,13,Sharks,4,DaShnozz,13,4,5,26,Xtarasenko91x,5,5,5,14
4,Blizzard,3,jaybeeveee,5,2,1,15,omnikron,6,1,6,14,Puffins,2,Kickpuncher,6,2,7,9,mawnir,4,3,5,12
4,Flames,2,Bigbassfishin,9,4,2,15,Americas F1nest,11,6,6,22,Dodgers,3,Juice,5,10,1,9,Lettuce,16,1,10,20
4,Sabres,3,Mario_RL,8,3,4,24,Slink,8,2,5,14,Lightning,2,Chief,5,1,9,10,scipio,2,0,7,8
4,Shadow,5,Driu,12,7,5,21,Zar235,13,6,4,20,Tyrants,0,BuildABear,4,4,4,8,TheLouzer,6,2,5,13
5,Elite,1,Boby Shew,6,5,5,11,Skee,5,5,5,14,Shadow,4,big mac,6,7,8,15,Tiberius,9,3,0,15
5,Puffins,1,Outta Boost,7,0,4,10,Vu Ma,2,2,0,8,Eclipse,4,AD Slaps,8,4,5,18,Celery Man,5,6,4,8
5,Sharks,1,Kingkris32,3,2,5,13,Xtarasenko91x,5,1,5,8,Tyrants,4,BuildABear,8,7,6,18,TheLouzer,10,4,3,18
5,Bulls,0,CobraKaiRL,2,1,3,9,Gon,3,1,20,9,Flames,5,Americas F1nest,15,1,2,22,Kenny,19,6,9,39
5,Pandas,1,LaKodiak,5,2,5,13,PoorlyBuiltTaco,5,2,8,13,Dodgers,4,ChoosingToast,4,3,7,14,Lettuce,8,1,7,17
5,Wolves,3,LordMarkram,8,3,9,19,Peyton,6,4,7,20,Lightning,2,Razzmiik,6,2,8,15,TripleLayerNacho,7,1,7,15
5,Blizzard,1,jaybeeveee,7,2,3,20,Mr.BigMackDaddy,3,7,3,13,Foxes,4,K03,10,2,6,18,UnlimitedDucks,6,2,12,9
5,Hurricanes,1,Jackal,5,4,5,13,SilentDrill,6,1,4,11,Sabres,4,KamuiKellz,11,5,4,16,Mario_RL,7,8,5,15
6,Sharks,1,ItsChangYang,9,3,6,17,Xtarasenko91x,6,1,4,17,Bulls,4,Gon,12,3,6,21,LordPanas,6,3,7,10
6,Dodgers,3,Lettuce,6,2,6,15,TheGamingBear,2,3,1,4,Shadow,2,Moseidon,4,2,3,8,Tiberius,3,1,4,8
6,Puffins,0,Mbizzle Bruh,2,1,7,10,Outta Boost,4,2,11,12,Hurricanes,5,Jackal,8,7,4,26,SilentDrill,12,3,4,19
6,Tyrants,3,BuildABear,12,4,12,19,ChanceByViper22,6,2,5,14,Flames,2,Bigbassfishin,6,4,4,15,Kenny,12,4,6,26
6,Wolves,4,Meerkat!,13,3,6,21,Peyton,10,6,1,24,Blizzard,1,omnikron,8,3,8,12,Ray Finkle,5,5,5,12
6,Lightning,1,Chief,6,0,6,12,TripleLayerNacho,2,2,5,10,Foxes,4,UnlimitedDucks,14,1,4,19,KEAxCoPe,5,6,5,17
6,Eclipse,2,AD Slaps,7,0,8,10,Spirit,5,5,0,8,Sabres,3,Mario_RL,14,5,2,22,Slink,7,6,0,12
6,Pandas,3,LaKodiak,7,3,6,17,PoorlyBuiltTaco,9,1,5,19,Elite,2,Frawd,10,0,6,20,Skee,1,4,6,9
7,Dodgers,2,Juice,4,5,5,11,TheGamingBear,10,3,7,19,Sharks,3,Prophet,9,0,4,19,Xtarasenko91x,5,2,6,12
7,Foxes,1,Fasterthanfalcon,1,2,6,10,K03,3,0,7,18,Hurricanes,4,Booq.,7,3,10,13,Jackal,6,4,5,20
7,Lightning,0,Robinson,3,0,7,11,scipio,2,0,2,11,Puffins,5,Outta Boost,11,2,9,16,Vu Ma,8,3,2,16
